ID,TITLE / NAME,PLACE,"PLACE OF COLLECTION
(tables.stopovers.name)",ALTERNATIVE TITLE / NAME,ENGLISH TRANSLATION,"FIRST AUTHOR
(tables.persons.name)","SECOND AUTHOR
(tables.persons.name)","TRANSLATED BY
(table.persons.name)","EDITED BY
(tables.persons.name)",KIND OF SOURCES,MEDIUM,MEASURES / QUANTITY / FORMAT,LANGUAGE,YEAR / DATE,PUBLISHER / PRINTER,COORDINATES DD,PERIOD,"MAIN LOCAL INSTITUTION INVOLVED
(tables.institutions.name)","MAIN LOCAL PERSON INVOLVED / DONOR
(tables.persons.name)","SECONDARY LOCAL PERSON INVOLVED / DONOR
(tables.persons.name)","AUSTRIAN INSTITUTIONS INVOLVED
(tables.institutions.name)","OTHER PERSONS INVOLVED
(tables.persons.name)","NOVARA SCIENTIST INVOLVED
(tables.persons.name)",COLLECTING MODE,"CURRENT OWNER
(tables.institutions.name)",COLLECTION,SHELFMARK,DIGITAL VERSION,IMAGE,DESCRIPTION,REFERENCE (English edition),QUOTATIONS,QUOTATIONS ORDER,RESOURCES,RESOURCES LINKS,latitude,longitude
62,"A grammar of colloquial Chinese, as exhibited in the Shanghai Dialect",SHANGHAI,Shanghai,,,"Joseph Edkins 
(1823-1905)",,,,"Printed source, Grammar, Dictionary",Paper,248 p.,"English,
Chinese
(Shanghai dialect)",1853,"London Mission Press,
Shanghai","31.234484595407967, 121.48469944763407",July-August 1858,London Missionary Society – Shanghai Branch,"William Muirhead 
(1822-1900)","Alexander Wylie 
(1815-1887)","Kaiserlich-Königliche Hofbibliothek, ÖAW – Österreichische Akademie der Wissenschaften",,Ferdinand von Hochstetter (1829-1884),Purchased,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),106373-B NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ229243909,,,"II, 418-419, 452","""We were conveyed within the lofty, gloomy 'enceinte' of the walls in the sedan-chair of 
the country, after which, under the guidance of Mr. Muirhead, an English missionary, who in the
kindest manner had offered to be our cicerone, we proceeded to stroll through the town. [...] 
Close to the east gate we entered a book-stall, in which were heaped up immense piles of 
stitched books. [...] A learned countryman, Dr. Pfizmaier, one of the profoundest of Chinese 
scholars, had intrusted us with a list of fourteen rare Chinese books, [...] and we
accordingly made every exertion, with the assistance of our companion, himself well 
acquainted with Chinese, to crown our search with success. With one exception we succeeded 
in purchasing the entire catalogue, and therewith gladly brought to an end our wearisome stay
of upwards of an hour in the close steaming book-shop, exposed the while to a more than 
tropical temperature."" [II, 418-419]
""While able, eloquent Dr. Muirhead presides over the missionary schools, and the not less zealous
Mr. Wylie superintends the printing of the books, [...]."" [II, 452]

""I now have the honour of accompanying a second delivery of books, which will be carefully 
packed in 2 boxes of tin and wood and will leave Shanghai with the next Overland Mail around 
16 August. [...] The following books published by English missionaries in Canton, Macao and 
Shanghai are very important for the study of the Chinese language, and our learned and highly 
esteemed sinologist, Dr Pfitzmaier, may be kind enough to justify the purchase of the following
books, which are not available in bookshops and have become rare in some cases: [...] 
p. Grammar of the Shanghai Dialect 2 1/2 [dollars] [...]. I bought all the Chinese works myself 
in the city of Shanghai from various Chinese booksellers with the help of a Chinese book 
translator recommended to me by the English missionary Mr Muirhead. The English works
are from the publishers of the English and American missions..."" [Hochstetter's Letter to the Direction 
of the Imperial Court Library, 9 August 1858 – ÖNB Akt 32 172/1858]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","Bericht zum Ankauf chinesischer Bücher – ÖNB, Hausakt – 32 172/1858

S. Rumpf-Dorner, Bücherkauf in China. Die Forscher der Novara-Weltumseglung und ihre Erwerbungen chinesischer Drucke für die Hofbibliothek, in
ÖNB-Forschungs-Blog, 18.12.2023

""Joseph Edkins"" in BDCC - Biographical Dictionary of Chinese Christianity

G. Abbattista, ""Filipino and Chinese Books"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 170-171","http://data.onb.ac.at/rec/DZ00009868 

https://www.onb.ac.at/mehr/blogs/detail/buecherkauf-in-china 

https://www.bdcconline.net/en/stories/edkins-joseph ",31.234484595407967, 121.48469944763407
63,"On the true meaning of the word Shin, 
as exhibited in the Quotations adduced under that word, 
in the Chinese Imperial Thesaurus, called the Pei-Wan-Yun-Foo",SHANGHAI,Shanghai,,,,,"Walter Henry Medhurst
(1796-1857)",,"Printed source, Dictionary, Lexicon, Literature, Grammar",Paper,88 p.,"English,
Chinese",1849,"London Mission Press,
Shanghai","31.234484595407967, 121.48469944763407",July-August 1858,London Missionary Society – Shanghai Branch,"William Muirhead 
(1822-1900)","Alexander Wylie 
(1815-1887)","Kaiserlich-Königliche Hofbibliothek, ÖAW – Österreichische Akademie der Wissenschaften",,Ferdinand von Hochstetter (1829-1884),Purchased,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),106376-B ALT MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ197268206,,,"II, 418-419, 452","""We were conveyed within the lofty, gloomy 'enceinte' of the walls in the sedan-chair of 
the country, after which, under the guidance of Mr. Muirhead, an English missionary, who in the
kindest manner had offered to be our cicerone, we proceeded to stroll through the town. [...] 
Close to the east gate we entered a book-stall, in which were heaped up immense piles of 
stitched books. [...] A learned countryman, Dr. Pfizmaier, one of the profoundest of Chinese 
scholars, had intrusted us with a list of fourteen rare Chinese books, [...] and we
accordingly made every exertion, with the assistance of our companion, himself well 
acquainted with Chinese, to crown our search with success. With one exception we succeeded 
in purchasing the entire catalogue, and therewith gladly brought to an end our wearisome stay
of upwards of an hour in the close steaming book-shop, exposed the while to a more than 
tropical temperature."" [II, 418-419]
""While able, eloquent Dr. Muirhead presides over the missionary schools, and the not less zealous
Mr. Wylie superintends the printing of the books, [...]."" [II, 452]

""I now have the honour of accompanying a second delivery of books, which will be carefully 
packed in 2 boxes of tin and wood and will leave Shanghai with the next Overland Mail around 
16 August. [...] The following books published by English missionaries in Canton, Macao and 
Shanghai are very important for the study of the Chinese language, and our learned and highly 
esteemed sinologist, Dr Pfitzmaier, may be kind enough to justify the purchase of the following
books, which are not available in bookshops and have become rare in some cases: [...] 
k. the True Meaning of the word ""Shin"" 3/4 [dollars] [...] I bought all the Chinese works myself 
in the city of Shanghai from various Chinese booksellers with the help of a Chinese book 
translator recommended to me by the English missionary Mr Muirhead. The English works 
are from the publishers of the English and American missions...."" [Hochstetter's Letter to 
the Direction of the Imperial Court Library, 9 August 1858 – ÖNB Akt 32 172/1858]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","Bericht zum Ankauf chinesischer Bücher – ÖNB, Hausakt – 32 172/1858

S. Rumpf-Dorner, Bücherkauf in China. Die Forscher der Novara-Weltumseglung und ihre Erwerbungen chinesischer Drucke für die Hofbibliothek, in
ÖNB-Forschungs-Blog, 18.12.2023

""Walter Henry Medhurst"" in BDCC - Biographical Dictionary of Chinese Christianity

G. Abbattista, ""Filipino and Chinese Books"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 170-171","http://data.onb.ac.at/rec/DZ00009868 

https://www.onb.ac.at/mehr/blogs/detail/buecherkauf-in-china 

https://www.bdcconline.net/en/stories/walter-henry-medhurst ",31.234484595407967, 121.48469944763407
64,"A Dissertation on the Theology of the Chinese, 
with a view to the Elucidation of the most appropriate term for expressing 
the Deity in the Chinese Language",SHANGHAI,Shanghai,,,"Walter Henry Medhurst
(1796-1857)",,,,"Printed source, Essay, Religious text, Commentary",Paper,280 p.,English,1847,"London Mission Press,
Shanghai","31.234484595407967, 121.48469944763407",July-August 1858,London Missionary Society – Shanghai Branch,"William Muirhead 
(1822-1900)","Alexander Wylie 
(1815-1887)","Kaiserlich-Königliche Hofbibliothek, ÖAW – Österreichische Akademie der Wissenschaften",,Ferdinand von Hochstetter (1829-1884),Purchased,Österreichischen Nationalbibliothek,Sammlung von Handschriften und alten Drucken (ALT) Magazin Josefsplatz (ALT-MAG),106372-B ALT MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ197268103,,,"II, 418-419, 452","""We were conveyed within the lofty, gloomy 'enceinte' of the walls in the sedan-chair of 
the country, after which, under the guidance of Mr. Muirhead, an English missionary, who in the
kindest manner had offered to be our cicerone, we proceeded to stroll through the town. [...] 
Close to the east gate we entered a book-stall, in which were heaped up immense piles of 
stitched books. [...] A learned countryman, Dr. Pfizmaier, one of the profoundest of Chinese 
scholars, had intrusted us with a list of fourteen rare Chinese books, [...] and we
accordingly made every exertion, with the assistance of our companion, himself well 
acquainted with Chinese, to crown our search with success. With one exception we succeeded 
in purchasing the entire catalogue, and therewith gladly brought to an end our wearisome stay
of upwards of an hour in the close steaming book-shop, exposed the while to a more than 
tropical temperature."" [II, 418-419]
""While able, eloquent Dr. Muirhead presides over the missionary schools, and the not less zealous
Mr. Wylie superintends the printing of the books, [...]."" [II, 452]

""I now have the honour of accompanying a second delivery of books, which will be carefully 
packed in 2 boxes of tin and wood and will leave Shanghai with the next Overland Mail around 
16 August. [...] The following books published by English missionaries in Canton, Macao and 
Shanghai are very important for the study of the Chinese language, and our learned and highly 
esteemed sinologist, Dr Pfitzmaier, may be kind enough to justify the purchase of the following
books, which are not available in bookshops and have become rare in some cases: [...] 
i. Theology of the Chinese 2 [dollars] [...] I bought all the Chinese works myself in the city of 
Shanghai from various Chinese booksellers with the help of a Chinese book translator 
recommended to me by the English missionary Mr Muirhead. The English works are from the
publishers of the English and American missions...."" [Hochstetter's Letter to the Direction of 
the Imperial Court Library, 9 August 1858 – ÖNB Akt 32 172/1858]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","Bericht zum Ankauf chinesischer Bücher – ÖNB, Hausakt – 32 172/1858

S. Rumpf-Dorner, Bücherkauf in China. Die Forscher der Novara-Weltumseglung und ihre Erwerbungen chinesischer Drucke für die Hofbibliothek, in
ÖNB-Forschungs-Blog, 18.12.2023

""Walter Henry Medhurst"" in BDCC - Biographical Dictionary of Chinese Christianity

G. Abbattista, ""Filipino and Chinese Books"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 170-171","http://data.onb.ac.at/rec/DZ00009868 

https://www.onb.ac.at/mehr/blogs/detail/buecherkauf-in-china 

https://www.bdcconline.net/en/stories/walter-henry-medhurst ",31.234484595407967, 121.48469944763407
65,"The visions of Hung-Siu-Tshuen, 
and origin of the Kwang-Si insurrection",SHANGHAI,Shanghai,,,"Theodore Hamberg 
(1819-1854)",,,,"Printed source, Historical chronicle, Religious text",Paper,63 p.,English,1854,"China Mail Office,
Hong Kong","31.234484595407967, 121.48469944763407",July-August 1858,London Missionary Society – Shanghai Branch,"William Muirhead 
(1822-1900)",,"Kaiserlich-Königliche Hofbibliothek, ÖAW – Österreichische Akademie der Wissenschaften",,Ferdinand von Hochstetter (1829-1884),Donated,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),106371-B NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ229243806,,"The book was the first extensive account on the Taiping rebellion in 
a Western language and remains an important source on the early life of
Hong Xiuquan. Hamberg also instructed Hong in Christianity and 
baptized him. In 1852, Hamberg met Hong Xiuquan's cousin Hong Ren'gan, 
who had been separated from the rebellion and fled to Hong Kong. Because
of this relationship with Hong Ren'gan, Hamberg obtained the important
information on the Taiping rebellion, which formed the basis of the book, 
one of the best accounts of the history and beliefs of the Taipings.","II, 418-419, 452","""We were conveyed within the lofty, gloomy 'enceinte' of the walls in the sedan-chair of 
the country, after which, under the guidance of Mr. Muirhead, an English missionary, who in the
kindest manner had offered to be our cicerone, we proceeded to stroll through the town. [...] 
Close to the east gate we entered a book-stall, in which were heaped up immense piles of 
stitched books. [...] A learned countryman, Dr. Pfizmaier, one of the profoundest of Chinese 
scholars, had intrusted us with a list of fourteen rare Chinese books, [...] and we
accordingly made every exertion, with the assistance of our companion, himself well 
acquainted with Chinese, to crown our search with success. With one exception we succeeded 
in purchasing the entire catalogue, and therewith gladly brought to an end our wearisome stay
of upwards of an hour in the close steaming book-shop, exposed the while to a more than 
tropical temperature."" [II, 418-419]
""While able, eloquent Dr. Muirhead presides over the missionary schools, and the not less zealous
Mr. Wylie superintends the printing of the books, [...]."" [II, 452]

""I now have the honour of accompanying a second delivery of books, which will be carefully 
packed in 2 boxes of tin and wood and will leave Shanghai with the next Overland Mail around 
16 August. [...] The following books published by English missionaries in Canton, Macao and 
Shanghai are very important for the study of the Chinese language, and our learned and highly 
esteemed sinologist, Dr Pfitzmaier, may be kind enough to justify the purchase of the following
books, which are not available in bookshops and have become rare in some cases: [...] 
The Visions of Humg-Sin-Tshue, Hongkong 1854 (Gift). [...] The English works are from the 
publishers of the English and American missions.."" [Hochstetter's Letter to the Direction 
of the Imperial Court Library, 9 August 1858 – ÖNB Akt 32 172/1858]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","Bericht zum Ankauf chinesischer Bücher – ÖNB, Hausakt – 32 172/1858

S. Rumpf-Dorner, Bücherkauf in China. Die Forscher der Novara-Weltumseglung und ihre Erwerbungen chinesischer Drucke für die Hofbibliothek, in
ÖNB-Forschungs-Blog, 18.12.2023

""Theodore Hamburg [sic]"" in BDCC - Biographical Dictionary of Chinese Christianity

""Theodore Hamberg"" in Wikipedia

""K Theodor Hamberg"" in SBL – Svenskt biografiskt lexikon 

G. Abbattista, ""Filipino and Chinese Books"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 170-171","http://data.onb.ac.at/rec/DZ00009868 

https://www.onb.ac.at/mehr/blogs/detail/buecherkauf-in-china 

https://www.bdcconline.net/en/stories/hamburg-theodore 

https://en.wikipedia.org/wiki/Theodore_Hamberg 

https://sok.riksarkivet.se/sbl/Presentation.aspx?id=12469 ",31.234484595407967, 121.48469944763407
66,"Specimen of the Chinese classics; with a translation: 
prolegomena: and a critical and exegetical commentary",HONG KONG,Victoria,,,"James Legge 
(1815-1897)",,,,"Printed source, Anthology, Religious text, Essay, Commentary",Paper,0.958333333,English,1858,Hong Kong,"22.278333, 114.174444",July 1858,,"William (Wilhelm) Lobscheid 
(1822-1893)",,Kaiserlich-Königliche Hofbibliothek,,"Karl von Scherzer 
(1821-1903)",Purchased,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),106305-C NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ227521104,,,"II, 367","""Whatever was achieved by us in throwing light upon these matters is due 
in great measure to the cordial reception with which we were received by men of science resident
at Hong-kong. Especially we would name in this respect Dr. M. Lobscheid, a German by birth, a 
missionary and inspector of schools, who, thoroughly conversant with the Chinese language, 
exerted himself to the utmost in forwarding the objects of the scientific corps, besides assisting 
us in the purchase of a variety of the most valuable Chinese works, and giving us much 
interesting information respecting the country and the inhabitants."" [II, 367]

""The following items will be sent to the Imperial Academy of Sciences at the same time, well packed:
[...] 16. Specimen of the Chinese classics, with a translation, prolegomena and a critical and 
exegetical commentary by James Legge, D. D. of the London Missionary Society. 
Hongkong 1858 bis 1859."" [Scherzer, Bericht, 25]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","Bericht zum Ankauf chinesischer Bücher – ÖNB, Hausakt – 32 172/1858

S. Rumpf-Dorner, Bücherkauf in China. Die Forscher der Novara-Weltumseglung und ihre Erwerbungen chinesischer Drucke für die Hofbibliothek, in
ÖNB-Forschungs-Blog, 18.12.2023

K. von Scherzer, Bericht an die kais. Akademie der Wissenschaften in Wien über einige während des Aufenthaltes S. M. Fregatte „Novara“ im Hafen
von Hongkong erzielte Resultate, in ""Akademie der Wissenschaften in Wien, Philosophisch-Historische Klasse Sitzungsberichte der 
Philosophisch-Historischen Classe der Kaiserlichen Akademie der Wissenschaften, Wien, 29. Band, (Jahrgang 1858)"", 17-25

""James Legge"" in BDCC - Biographical Dictionary of Chinese Christianity

G. Abbattista, ""Filipino and Chinese Books"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 170-171","http://data.onb.ac.at/rec/DZ00009868 

https://www.onb.ac.at/mehr/blogs/detail/buecherkauf-in-china 

https://viewer.acdh.oeaw.ac.at/viewer/fullscreen/PH_29_1858/23/ 

https://www.bdcconline.net/en/stories/legge-james ",22.278333, 114.174444
67,"Bahwā īni Ḥikāyat pada mañatakan prīḥāl 
dunyā serta Kaadaannya dengan segala isinya",SINGAPORE,Singapore,,Narrative of the State of the Earth and Everything on It,,,,Benjamin Peach Keasberry,"Printed source, Natural history",Paper,N.A.,"Malay, 
in Arabic (Jawi/ǧāwī) alphabet",1856,"Sīṅāpūrā : Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),106423-B NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ227186807,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",https://britishmapengravers.net/entries/k-entries/benjamin-peach-keasberry/,1.2666205606145755, 103.82845120570418
68,A vocabulary of the English and Malay languages,SINGAPORE,Singapore,,,,,,Benjamin Peach Keasberry,"Printed source, Dictionary",Paper,"X, 99 p.","Malay,
English",1854,"Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),65746-B NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ22790070X,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",https://britishmapengravers.net/entries/k-entries/benjamin-peach-keasberry/,1.2666205606145755, 103.82845120570418
69,Farǧalānan ūrang man-čāri salāmat dari-pada nagri yaṅ fanā ka-nagri yaṅbaqā,SINGAPORE,Singapore,,The Pilgrim's Progress,"John Bunyan 
(1628-1688)",,Benjamin Peach Keasberry,,"Printed source, Religious text, Literature",Paper,N.A.,"Malay, 
in Arabic (Jawi/ǧāwī) alphabet",1854,"Sīṅāpūrā : Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),106324-B NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ227186704,,"The Pilgrim’s Progress is the book that was the most characteristic 
expression of the Puritan religious outlook and a great allegorical tale. It 
was published by Nathaniel Ponder in 1678. Because it recapitulates in 
symbolic form the story of Bunyan’s own conversion, there is an intense,
life-or-death quality about Christian’s pilgrimage to the Heavenly City. 
It was instantly popular with all social classes upon its publication, though
it was perhaps the last great expression of the folk tradition of the common
people before the divisive effects of modern enlightened education began 
to be felt.","II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

""John Bunyan"" in Britannica

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.","https://britishmapengravers.net/entries/k-entries/benjamin-peach-keasberry/ 

https://www.britannica.com/biography/John-Bunyan ",1.2666205606145755, 103.82845120570418
70,"Ini Kitab tekiteki terbang : 
iaitu pada menyatakan dari pada permulaan belajar alif ba ta sampai 
boleh membaca dan mengarang suratsurat Melayu",SINGAPORE,Singapore,,"Textbook of the Malay language, reading primer and reading book",,,,Benjamin Peach Keasberry,"Printed source, Character-learning text, Grammar",Paper,168 p.,"Malay, 
in Arabic (Jawi/ǧāwī) alphabet",1855,"Sīṅāpūrā : Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),65241-B NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ259588706,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",https://britishmapengravers.net/entries/k-entries/benjamin-peach-keasberry/,1.2666205606145755, 103.82845120570418
71,Bahwa īni Kitāb pada mañatakan darī-hāl ǧinīs 2 kaǧadian,SINGAPORE,Singapore,,Textbook on the different types of formation,,,,Benjamin Peach Keasberry,"Printed source, Character-learning text, Natural history",Paper,N.A.,"Malay, 
in Arabic (Jawi/ǧāwī) alphabet",1857,"Sīṅāpūrā : Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),106507-B NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ227186601,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",,1.2666205606145755, 103.82845120570418
72,Bahwa īni Kitāb pada mañatakan dīrīḥāl ǧinīs 2 ʿilmū kapandāyan ūran Airūpa,SINGAPORE,Singapore,,Book on the various arts and sciences of the Europeans,,,,Benjamin Peach Keasberry,"Printed source, Character-learning text, Arts",Paper,N.A.,"Malay, 
in Arabic (Jawi/ǧāwī) alphabet",1855,"Sīṅāpūrā : Mission Press,
Singapore","1.2666205606145755, 103.82845120570418",April 1858,,Benjamin Peach Keasberry,,Kaiserlich-Königliche Hofbibliothek,,,Donated,Österreichischen Nationalbibliothek,Benützungsbereich Heldenplatz (NEU) Magazin Heldenplatz (MAG),106424-B NEU MAG,http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ22718690X,,,"II, 162","""Mr. Keasberry was so kind as to present us with a small collection of the works thus published 
during the past year, comprising among others a dictionary of the English and Malay languages, 
the New Testament, a volume of Natural History, a Manual of Geography, a Universal History, 
a Biblical History, and numerous educational works in Malay for the use of the pupils."" [II, 162]","NARRATIVE,
ARCHIVAL NOTE,
OTHER ARCHIVAL RESOURCE, 
ONB BLOG,
ESSAY, 
CATALOGUE



NARRATIVE
---
---
---
---
CATALOGUE

prediCella(AE).slittala(""---"")

var quotation = [0,1,2,3,4,5,6]","""Benjamin Peach Keasberry"" in British Map Engravers - A Supplement

G. Abbattista, ""Malaysian and Dutch East Indies publications"", in Kosmos. The Sailing Ship of Knowledge, Catalogue of the exhibition, Trieste, 169.",,1.2666205606145755, 103.82845120570418
